"","age","agecat","degree","educ","emailhrs","hrs1","ndegree","netcat","nethrs","sex","sphrs1","srcheng2","tvhours","usecomp","usemail","usenet","useweb","webhrs","hapmar","happy","speduc","rincome","life","income","maeduc","paeduc","marital","postlife","pres96","richwork","satjob","sibs","spdeg","spwrksta","vote96","wrkstat","zodiac","incomdol","rincdol","husbeduc","wifeduc","husbhr","wifehr","husbft","wifeft","wkftwife","wkfthusb","ageC","educ.diff","wifeduc_comp"
"786",43,"40-49","High school",14,-1,40,"High school","Not Internet user",-1,"Female",40,"Not applicable",2,"Yes","No","No","No",-1,"PRETTY HAPPY","PRETTY HAPPY",99,"$40000 TO 49999","NAP","$90000 - $109999",12,14,"MARRIED","YES","DOLE","NAP","MOD. SATISFIED",1,"LT HIGH SCHOOL","WORKING FULLTIME","VOTED","WORKING FULLTIME","SAGITTARIUS",1e+05,45000,NA,14,40,40,"Yes","Yes",1,1,-3.63636363636363,NA,14
"787",74,"60-89","High school",12,-1,-1,"High school","Not Internet user",-1,"Male",-1,"Not applicable",2,"No","No","No","No",-1,"NAP","PRETTY HAPPY",97,"NAP","ROUTINE","$7 000 TO 7 999",8,8,"NEVER MARRIED","YES","DOLE","NAP","NAP",0,"NAP","NAP","VOTED","RETIRED","PISCES",7500,-2,NA,NA,NA,NA,NA,NA,NA,NA,27.3636363636364,NA,13.2845659163987
"788",30,"30-39","High school",12,0.333333333333333,50,"High school","1+ to  4 hours",2.33333333333333,"Female",-1,"Not applicable",2,"Yes","Yes","Yes","Yes",2,"NAP","PRETTY HAPPY",97,"$25000 TO 29999","NAP","$25000 TO 29999",14,97,"SEPARATED","YES","NAP","NAP","MOD. SATISFIED",4,"NAP","NAP","DID NOT VOTE","WORKING FULLTIME","AQUARIUS",27500,27500,NA,NA,NA,NA,NA,NA,NA,NA,-16.6363636363636,NA,13.2845659163987
"789",76,"60-89","High school",12,-1,32,"High school","Not Internet user",-1,"Female",-1,"Not applicable",-1,"No","No","No","No",-1,"NAP","NOT TOO HAPPY",97,"$8 000 TO 9 999","ROUTINE","$8 000 TO 9 999",8,98,"WIDOWED","NAP","CLINTON","STOP WORKING","MOD. SATISFIED",4,"NAP","NAP","VOTED","WORKING PARTTIME","SAGITTARIUS",9000,9000,NA,NA,NA,NA,NA,NA,NA,NA,29.3636363636364,NA,13.2845659163987
"790",37,"30-39","High school",12,-1,40,"High school","Not Internet user",-1,"Female",-1,"Not applicable",3,"No","No","No","No",-1,"NAP","PRETTY HAPPY",97,"$22500 TO 24999","ROUTINE","$22500 TO 24999",12,8,"DIVORCED","NO","NAP","CONTINUE WORKING","MOD. SATISFIED",5,"NAP","NAP","DID NOT VOTE","WORKING FULLTIME","LIBRA",23750,23750,NA,NA,NA,NA,NA,NA,NA,NA,-9.63636363636363,NA,13.2845659163987
"791",45,"40-49","High school",12,2,12,"High school","4+ to 10 hours",5,"Female",40,"Not applicable",2,"Yes","Yes","Yes","Yes",3,"VERY HAPPY","VERY HAPPY",12,"$4 000 TO 4 999","NAP","$40000 TO 49999",11,12,"MARRIED","YES","PEROT","NAP","VERY SATISFIED",4,"HIGH SCHOOL","WORKING FULLTIME","VOTED","WORKING PARTTIME","SCORPIO",45000,4500,12,12,40,12,"Yes","No",0,1,-1.63636363636363,0,12
"792",51,"50-59","High school",12,-1,40,"High school","Not Internet user",-1,"Male",-1,"Not applicable",-1,"Yes","No","No","No",-1,"NAP","PRETTY HAPPY",97,"$40000 TO 49999","EXCITING","$40000 TO 49999",8,8,"SEPARATED","NAP","CLINTON","STOP WORKING","VERY SATISFIED",3,"NAP","NAP","VOTED","WORKING FULLTIME","AQUARIUS",45000,45000,NA,NA,NA,NA,NA,NA,NA,NA,4.36363636363637,NA,13.2845659163987
"793",33,"30-39","High school",12,1,35,"High school","1+ to  4 hours",1.5,"Male",-1,"Not applicable",1,"Yes","Yes","Yes","Yes",0.5,"NAP","VERY HAPPY",97,"$40000 TO 49999","NAP","$40000 TO 49999",8,8,"NEVER MARRIED","YES","CLINTON","NAP","VERY SATISFIED",7,"NAP","NAP","VOTED","WORKING FULLTIME","SAGITTARIUS",45000,45000,NA,NA,NA,NA,NA,NA,NA,NA,-13.6363636363636,NA,13.2845659163987
"794",42,"40-49","High school",12,-1,99,"High school","Not Internet user",-1,"Male",-1,"Not applicable",-1,"No","No","No","No",-1,"NAP","PRETTY HAPPY",97,"$20000 TO 22499","ROUTINE","$20000 TO 22499",98,97,"NEVER MARRIED","NAP","NAP","STOP WORKING","VERY SATISFIED",1,"NAP","NAP","DID NOT VOTE","WORKING FULLTIME","VIRGO",21250,21250,NA,NA,NA,NA,NA,NA,NA,NA,-4.63636363636363,NA,13.2845659163987
"795",77,"60-89","High school",12,-1,-1,"High school","Not Internet user",-1,"Female",-1,"Not applicable",2,"No","No","No","No",-1,"PRETTY HAPPY","PRETTY HAPPY",14,"NAP","NAP","$40000 TO 49999",8,12,"MARRIED","DK","DOLE","NAP","NAP",5,"HIGH SCHOOL","RETIRED","VOTED","RETIRED","CAPRICORN",45000,-2,14,12,NA,NA,"No","No",0,0,30.3636363636364,-2,12
"796",40,"40-49","High school",14,-1,40,"High school","Not Internet user",-1,"Female",-1,"Not applicable",1,"No","No","No","No",-1,"NAP","NOT TOO HAPPY",97,"$20000 TO 22499","NAP","DK",12,16,"NEVER MARRIED","YES","NAP","NAP","MOD. SATISFIED",5,"NAP","NAP","DID NOT VOTE","WORKING FULLTIME","LIBRA",-2,21250,NA,NA,NA,NA,NA,NA,NA,NA,-6.63636363636363,NA,13.2845659163987
"797",24,"18-29","High school",16,2,-1,"High school","1+ to  4 hours",3,"Female",-1,"Yahoo",1,"Yes","Yes","Yes","Yes",1,"NAP","PRETTY HAPPY",97,"$12500 TO 14999","NAP","$15000 TO 17499",13,14,"NEVER MARRIED","YES","NAP","NAP","NAP",3,"NAP","NAP","DID NOT VOTE","SCHOOL","GEMINI",16250,13750,NA,NA,NA,NA,NA,NA,NA,NA,-22.6363636363636,NA,13.2845659163987
"798",60,"60-89","High school",12,-1,-1,"High school","Not Internet user",-1,"Female",-1,"Not applicable",4,"No","No","No","No",-1,"PRETTY HAPPY","PRETTY HAPPY",11,"NAP","NAP","REFUSED",98,98,"MARRIED","YES","NAP","NAP","NAP",8,"LT HIGH SCHOOL","RETIRED","DID NOT VOTE","RETIRED","SAGITTARIUS",-1,-2,11,12,NA,NA,"No","No",0,0,13.3636363636364,1,12
"799",47,"40-49","High school",13,1,45,"High school","1+ to  4 hours",1.83333333333333,"Male",32,"Not applicable",-1,"Yes","Yes","Yes","Yes",0.833333333333333,"VERY HAPPY","PRETTY HAPPY",17,"$50000 TO 59999","ROUTINE","$90000 - $109999",14,16,"MARRIED","NAP","DOLE","STOP WORKING","MOD. SATISFIED",5,"BACHELOR","WORKING PARTTIME","VOTED","WORKING FULLTIME","TAURUS",1e+05,55000,13,17,45,32,"Yes","No",0,1,0.363636363636367,4,17
"800",50,"50-59","High school",14,20,32,"High school","More than 10",20,"Female",-1,"Not applicable",2,"Yes","Yes","Yes","No",0,"NAP","NOT TOO HAPPY",97,"$12500 TO 14999","EXCITING","$12500 TO 14999",12,98,"DIVORCED","YES","NAP","STOP WORKING","A LITTLE DISSAT",10,"NAP","NAP","DID NOT VOTE","WORKING FULLTIME","VIRGO",13750,13750,NA,NA,NA,NA,NA,NA,NA,NA,3.36363636363637,NA,13.2845659163987
"801",76,"60-89","High school",13,-1,-1,"High school","Not Internet user",-1,"Female",-1,"Not applicable",3,"No","No","No","No",-1,"NAP","VERY HAPPY",97,"NAP","EXCITING","$22500 TO 24999",10,97,"WIDOWED","YES","DOLE","NAP","NAP",5,"NAP","NAP","VOTED","RETIRED","AQUARIUS",23750,-2,NA,NA,NA,NA,NA,NA,NA,NA,29.3636363636364,NA,13.2845659163987
"802",27,"18-29","High school",12,-1,-1,"High school","Not Internet user",-1,"Female",60,"Not applicable",0,"No","No","No","No",-1,"PRETTY HAPPY","PRETTY HAPPY",13,"NAP","ROUTINE","$22500 TO 24999",12,14,"MARRIED","YES","NAP","NAP","VERY SATISFIED",2,"HIGH SCHOOL","WORKING FULLTIME","DID NOT VOTE","KEEPING HOUSE","VIRGO",23750,-2,13,12,60,NA,"Yes","No",0,1,-19.6363636363636,-1,12
"803",26,"18-29","High school",12,1,45,"High school","1+ to  4 hours",3,"Female",-1,"Yahoo",2,"Yes","Yes","Yes","Yes",2,"NAP","VERY HAPPY",97,"$22500 TO 24999","EXCITING","$22500 TO 24999",99,12,"NEVER MARRIED","YES","CLINTON","DK","VERY SATISFIED",6,"NAP","NAP","VOTED","WORKING FULLTIME","GEMINI",23750,23750,NA,NA,NA,NA,NA,NA,NA,NA,-20.6363636363636,NA,13.2845659163987
"804",46,"40-49","High school",13,-1,-1,"High school","Not Internet user",-1,"Female",40,"Not applicable",3,"No","No","No","No",-1,"PRETTY HAPPY","PRETTY HAPPY",98,"NAP","NAP","$110000 OR OVER",12,98,"MARRIED","YES","PEROT","NAP","VERY SATISFIED",5,"GRADUATE","WORKING FULLTIME","VOTED","KEEPING HOUSE","SCORPIO",110000,-2,NA,13,40,NA,"Yes","No",0,1,-0.636363636363633,NA,13
"805",31,"30-39","High school",12,0,48,"High school","One hour or less",0.5,"Female",-1,"Not applicable",1,"Yes","No","Yes","Yes",0.5,"NAP","PRETTY HAPPY",97,"$22500 TO 24999","ROUTINE","$22500 TO 24999",12,12,"NEVER MARRIED","YES","NAP",NA,"VERY SATISFIED",7,"NAP","NAP","DID NOT VOTE","WORKING FULLTIME","SAGITTARIUS",23750,23750,NA,NA,NA,NA,NA,NA,NA,NA,-15.6363636363636,NA,13.2845659163987
"806",36,"30-39","High school",14,3,80,"High school","More than 10",13,"Male",-1,"Excite",-1,"Yes","Yes","Yes","Yes",10,"VERY HAPPY","PRETTY HAPPY",12,"$40000 TO 49999","ROUTINE","$40000 TO 49999",8,97,"MARRIED","NAP","DOLE","CONTINUE WORKING","MOD. SATISFIED",5,"HIGH SCHOOL","KEEPING HOUSE","VOTED","WORKING FULLTIME","CANCER",45000,45000,14,12,80,NA,"Yes","No",0,1,-10.6363636363636,-2,12
"807",42,"40-49","High school",12,-1,48,"High school","Not Internet user",-1,"Male",-1,"Not applicable",5,"No","No","No","No",-1,"NAP","NOT TOO HAPPY",97,"$6 000 TO 6 999","DULL","$17500 TO 19999",12,97,"NEVER MARRIED","NO","DOLE","CONTINUE WORKING","MOD. SATISFIED",0,"NAP","NAP","VOTED","WORKING FULLTIME","VIRGO",18750,6500,NA,NA,NA,NA,NA,NA,NA,NA,-4.63636363636363,NA,13.2845659163987
"808",50,"50-59","High school",12,0.5,49,"High school","1+ to  4 hours",2.5,"Male",80,"Yahoo",1,"Yes","Yes","Yes","Yes",2,"VERY HAPPY","VERY HAPPY",14,"NAP","EXCITING","$50000 TO 59999",12,14,"MARRIED","YES","DOLE","CONTINUE WORKING","MOD. SATISFIED",3,"JUNIOR COLLEGE","WORKING FULLTIME","VOTED","WORKING FULLTIME","PISCES",55000,-2,12,14,49,80,"Yes","Yes",1,1,3.36363636363637,2,14
"809",28,"18-29","High school",13,-1,60,"High school","Not Internet user",-1,"Male",40,"Not applicable",-1,"Yes","No","No","No",-1,"VERY HAPPY","VERY HAPPY",9,"$30000 TO 34999","EXCITING","$40000 TO 49999",14,12,"MARRIED","NAP","NAP","CONTINUE WORKING","VERY SATISFIED",4,"HIGH SCHOOL","WORKING FULLTIME","DID NOT VOTE","WORKING FULLTIME","CANCER",45000,32500,13,9,60,40,"Yes","Yes",1,1,-18.6363636363636,-4,9
"810",21,"18-29","High school",12,-1,-1,"High school","Not Internet user",-1,"Female",-1,"Not applicable",99,"No","No","No","No",-1,"NAP","PRETTY HAPPY",97,"$7 000 TO 7 999","ROUTINE","$15000 TO 17499",98,6,"NEVER MARRIED","YES","NAP","CONTINUE WORKING","MOD. SATISFIED",4,"NAP","NAP","INELIGIBLE","UNEMPL, LAID OFF","AQUARIUS",16250,7500,NA,NA,NA,NA,NA,NA,NA,NA,-25.6363636363636,NA,13.2845659163987
"811",47,"40-49","High school",10,-1,40,"High school","Not Internet user",-1,"Female",-1,"Not applicable",99,"No","No","No","No",-1,"NAP","PRETTY HAPPY",97,"$8 000 TO 9 999","ROUTINE","$12500 TO 14999",10,97,"SEPARATED","NO","NAP","STOP WORKING","A LITTLE DISSAT",8,"NAP","NAP","DID NOT VOTE","WORKING FULLTIME","CANCER",13750,9000,NA,NA,NA,NA,NA,NA,NA,NA,0.363636363636367,NA,13.2845659163987
"812",20,"18-29","High school",12,-1,-1,"High school","Not Internet user",-1,"Female",-1,"Not applicable",3,"No","No","No","No",-1,"NAP","VERY HAPPY",97,"NAP","NAP","DK",11,12,"NEVER MARRIED","NO","NAP","NAP","NAP",3,"NAP","NAP","INELIGIBLE","SCHOOL","SAGITTARIUS",-2,-2,NA,NA,NA,NA,NA,NA,NA,NA,-26.6363636363636,NA,13.2845659163987
"813",33,"30-39","High school",13,1,55,"High school","1+ to  4 hours",3,"Male",-1,"Yahoo",3,"Yes","Yes","Yes","Yes",2,"PRETTY HAPPY","PRETTY HAPPY",17,"$25000 TO 29999","NAP","$25000 TO 29999",13,12,"MARRIED","YES","PEROT","NAP","MOD. SATISFIED",2,"BACHELOR","KEEPING HOUSE","VOTED","WORKING FULLTIME","PISCES",27500,27500,13,17,55,NA,"Yes","No",0,1,-13.6363636363636,4,17
"814",43,"40-49","High school",11,0,58,"High school","One hour or less",1,"Male",-1,"Not applicable",-1,"Yes","No","Yes","Yes",1,"PRETTY HAPPY","PRETTY HAPPY",14,"$40000 TO 49999","ROUTINE","$40000 TO 49999",98,97,"MARRIED","NAP","PEROT","STOP WORKING","MOD. SATISFIED",8,"HIGH SCHOOL","KEEPING HOUSE","VOTED","WORKING FULLTIME","SCORPIO",45000,45000,11,14,58,NA,"Yes","No",0,1,-3.63636363636363,3,14
"815",39,"30-39","High school",12,0,15,"High school","1+ to  4 hours",2,"Female",60,"Not applicable",99,"Yes","No","Yes","Yes",2,"VERY HAPPY","VERY HAPPY",12,"$50000 TO 59999","ROUTINE","$60000 TO 74999",12,97,"MARRIED","YES","CLINTON","STOP WORKING","MOD. SATISFIED",4,"HIGH SCHOOL","WORKING FULLTIME","VOTED","WORKING PARTTIME","AQUARIUS",67500,55000,12,12,60,15,"Yes","No",0,1,-7.63636363636363,0,12
"816",32,"30-39","High school",12,1,55,"High school","1+ to  4 hours",2,"Male",40,"Yahoo",3,"Yes","Yes","Yes","Yes",1,"VERY HAPPY","VERY HAPPY",12,"$30000 TO 34999","EXCITING","$50000 TO 59999",12,12,"MARRIED","YES","CLINTON","STOP WORKING","VERY SATISFIED",4,"HIGH SCHOOL","WORKING FULLTIME","VOTED","WORKING FULLTIME","TAURUS",55000,32500,12,12,55,40,"Yes","Yes",1,1,-14.6363636363636,0,12
"817",44,"40-49","High school",12,-1,-1,"High school","Not Internet user",-1,"Male",80,"Not applicable",8,"No","No","No","No",-1,"VERY HAPPY","VERY HAPPY",12,"NAP","ROUTINE","$10000 TO 12499",98,97,"MARRIED","YES","CLINTON","NAP","NAP",6,"HIGH SCHOOL","WORKING FULLTIME","VOTED","RETIRED","TAURUS",11250,-2,12,12,NA,80,"No","Yes",1,0,-2.63636363636363,0,12
"818",20,"18-29","High school",12,8,18,"High school","More than 10",16,"Female",-1,"Not applicable",-1,"Yes","Yes","Yes","Yes",8,"NAP","VERY HAPPY",97,"$1 000 TO 2 999","ROUTINE","$1 000 TO 2 999",20,12,"NEVER MARRIED","NAP","NAP","CONTINUE WORKING","VERY SATISFIED",2,"NAP","NAP","INELIGIBLE","WORKING PARTTIME","ARIES",2000,2000,NA,NA,NA,NA,NA,NA,NA,NA,-26.6363636363636,NA,13.2845659163987
"819",46,"40-49","High school",12,-1,-1,"High school","Not Internet user",-1,"Male",-1,"Not applicable",-1,"No","No","No","No",-1,"NAP","PRETTY HAPPY",97,"NAP","ROUTINE","$22500 TO 24999",15,16,"DIVORCED","NAP","NAP","NAP","NAP",3,"NAP","NAP","DID NOT VOTE","OTHER","CAPRICORN",23750,-2,NA,NA,NA,NA,NA,NA,NA,NA,-0.636363636363633,NA,13.2845659163987
"820",36,"30-39","High school",13,-1,-1,"High school","Not Internet user",-1,"Female",52,"Not applicable",4,"No","No","No","No",-1,"PRETTY HAPPY","PRETTY HAPPY",14,"$17500 TO 19999","NAP","$40000 TO 49999",15,12,"MARRIED","YES","PEROT","NAP","DK",5,"HIGH SCHOOL","WORKING FULLTIME","VOTED","KEEPING HOUSE","PISCES",45000,18750,14,13,52,NA,"Yes","No",0,1,-10.6363636363636,-1,13
"821",30,"30-39","High school",15,-1,55,"High school","Not Internet user",-1,"Male",40,"Not applicable",-1,"No","No","No","No",-1,"PRETTY HAPPY","VERY HAPPY",14,"$10000 TO 12499","EXCITING","$25000 TO 29999",12,97,"MARRIED","NAP","NAP","CONTINUE WORKING","VERY SATISFIED",12,"HIGH SCHOOL","WORKING FULLTIME","DID NOT VOTE","WORKING FULLTIME","AQUARIUS",27500,11250,15,14,55,40,"Yes","Yes",1,1,-16.6363636363636,-1,14
"822",46,"40-49","High school",12,-3,-1,"High school","Not available",-3,"Male",-1,"Not available",-1,"Yes","No answer","No answer","No answer",-3,"NAP","PRETTY HAPPY",97,"$15000 TO 17499","EXCITING","$17500 TO 19999",12,12,"DIVORCED","NAP","NAP","STOP WORKING",NA,2,"NAP","NAP","DID NOT VOTE","TEMP NOT WORKING",NA,18750,16250,NA,NA,NA,NA,NA,NA,NA,NA,-0.636363636363633,NA,13.2845659163987
"823",37,"30-39","High school",14,5,60,"High school","4+ to 10 hours",7,"Male",-1,"Yahoo",-1,"Yes","Yes","Yes","Yes",2,"VERY HAPPY","PRETTY HAPPY",12,"$40000 TO 49999","EXCITING","$50000 TO 59999",12,12,"MARRIED","NAP","DOLE","STOP WORKING","MOD. SATISFIED",3,"HIGH SCHOOL","KEEPING HOUSE","VOTED","WORKING FULLTIME","LEO",55000,45000,14,12,60,NA,"Yes","No",0,1,-9.63636363636363,-2,12
"824",52,"50-59","High school",12,0.75,50,"High school","1+ to  4 hours",1.25,"Female",45,"Not applicable",2,"Yes","Yes","Yes","Yes",0.5,"VERY HAPPY","VERY HAPPY",12,"$40000 TO 49999","NAP","$90000 - $109999",12,97,"MARRIED","YES","PEROT","NAP","VERY SATISFIED",5,"HIGH SCHOOL","WORKING FULLTIME","VOTED","WORKING FULLTIME","CAPRICORN",1e+05,45000,12,12,45,50,"Yes","Yes",1,1,5.36363636363637,0,12
"825",19,"18-29","High school",12,1.5,65,"High school","1+ to  4 hours",1.83333333333333,"Female",-1,"Not applicable",0,"Yes","Yes","Yes","Yes",0.333333333333333,"NAP","PRETTY HAPPY",97,"$1 000 TO 2 999","NAP",NA,15,16,"NEVER MARRIED","YES","NAP","NAP","VERY SATISFIED",2,"NAP","NAP","INELIGIBLE","WORKING FULLTIME","SCORPIO",-2,2000,NA,NA,NA,NA,NA,NA,NA,NA,-27.6363636363636,NA,13.2845659163987
"826",24,"18-29","High school",11,-1,40,"High school","Not Internet user",-1,"Female",-1,"Not applicable",-1,"No","No","No","No",-1,"NAP","PRETTY HAPPY",97,"$22500 TO 24999","EXCITING","$22500 TO 24999",12,97,"SEPARATED","NAP","NAP","CONTINUE WORKING","MOD. SATISFIED",2,"NAP","NAP","DONT KNOW/REMMBR","WORKING FULLTIME","PISCES",23750,23750,NA,NA,NA,NA,NA,NA,NA,NA,-22.6363636363636,NA,13.2845659163987
"827",56,"50-59","High school",12,10,40,"High school","More than 10",50,"Female",24,"Not available",-1,"Yes","Yes","Yes","Yes",40,"VERY HAPPY","VERY HAPPY",11,"REFUSED","EXCITING","REFUSED",9,98,"MARRIED","NAP","CLINTON","CONTINUE WORKING","MOD. SATISFIED",3,"HIGH SCHOOL","WORKING PARTTIME","VOTED","WORKING FULLTIME","GEMINI",-1,-1,11,12,24,40,"No","Yes",1,0,9.36363636363637,1,12
"828",49,"40-49","High school",9,3.5,67,"High school","4+ to 10 hours",6.5,"Female",-1,"Yahoo",-1,"Yes","Yes","Yes","Yes",3,"NAP","PRETTY HAPPY",97,"$20000 TO 22499","ROUTINE","$20000 TO 22499",97,97,"DIVORCED","NAP","CLINTON","CONTINUE WORKING","VERY SATISFIED",6,"NAP","NAP","VOTED","WORKING FULLTIME","SAGITTARIUS",21250,21250,NA,NA,NA,NA,NA,NA,NA,NA,2.36363636363637,NA,13.2845659163987
"829",77,"60-89","High school",12,-1,23,"High school","Not Internet user",-1,"Female",-1,"Not applicable",2,"No","No","No","No",-1,"NAP","PRETTY HAPPY",97,"$3 000 TO 3 999","NAP","$6 000 TO 6 999",4,4,"WIDOWED","YES","CLINTON","NAP","VERY SATISFIED",3,"NAP","NAP","VOTED","WORKING PARTTIME","LEO",6500,3500,NA,NA,NA,NA,NA,NA,NA,NA,30.3636363636364,NA,13.2845659163987
"830",74,"60-89","High school",12,-1,-1,"High school","Not Internet user",-1,"Female",-1,"Not applicable",4,"No","No","No","No",-1,"VERY HAPPY","VERY HAPPY",11,"NAP","EXCITING","$12500 TO 14999",10,10,"MARRIED","YES","CLINTON","NAP","A LITTLE DISSAT",2,"HIGH SCHOOL","RETIRED","VOTED","KEEPING HOUSE","LIBRA",13750,-2,11,12,NA,NA,"No","No",0,0,27.3636363636364,1,12
"831",55,"50-59","High school",12,-1,52,"High school","Not Internet user",-1,"Male",46,"Not applicable",4,"No","No","No","No",-1,"VERY HAPPY","VERY HAPPY",12,"$25000 TO 29999","NAP","$50000 TO 59999",4,98,"MARRIED","YES","NAP","NAP","A LITTLE DISSAT",13,"HIGH SCHOOL","WORKING FULLTIME","DID NOT VOTE","WORKING FULLTIME","AQUARIUS",55000,27500,12,12,52,46,"Yes","Yes",1,1,8.36363636363637,0,12
"832",48,"40-49","High school",14,0.583333333333333,46,"High school","1+ to  4 hours",1.58333333333333,"Male",20,"Yahoo",2,"Yes","Yes","Yes","Yes",1,"PRETTY HAPPY","PRETTY HAPPY",18,"$75000 - $89999","EXCITING","$90000 - $109999",10,12,"MARRIED","DK","CLINTON","CONTINUE WORKING","VERY SATISFIED",6,"GRADUATE","WORKING PARTTIME","VOTED","WORKING FULLTIME","SAGITTARIUS",1e+05,82500,14,18,46,20,"Yes","No",0,1,1.36363636363637,4,18
"833",74,"60-89","High school",12,-1,-1,"High school","Not Internet user",-1,"Female",-1,"Not applicable",-1,"No","No","No","No",-1,"NAP","PRETTY HAPPY",97,"NAP","EXCITING","$22500 TO 24999",8,5,"WIDOWED","NAP","DOLE","NAP",NA,4,"NAP","NAP","VOTED","KEEPING HOUSE","GEMINI",23750,-2,NA,NA,NA,NA,NA,NA,NA,NA,27.3636363636364,NA,13.2845659163987
"834",50,"50-59","High school",15,5,50,"High school","4+ to 10 hours",7,"Female",60,"Yahoo",4,"Yes","Yes","Yes","Yes",2,"VERY HAPPY","PRETTY HAPPY",12,"$25000 TO 29999","EXCITING","$60000 TO 74999",12,10,"MARRIED","YES","CLINTON","CONTINUE WORKING","VERY SATISFIED",2,"HIGH SCHOOL","WORKING FULLTIME","VOTED","WORKING FULLTIME","ARIES",67500,27500,12,15,60,50,"Yes","Yes",1,1,3.36363636363637,3,15
"835",43,"40-49","High school",12,-1,35,"High school","Not Internet user",-1,"Female",-1,"Not applicable",6,"No","No","No","No",-1,"NAP","PRETTY HAPPY",97,"$8 000 TO 9 999","EXCITING","$8 000 TO 9 999",8,97,"NEVER MARRIED","DK","CLINTON","CONTINUE WORKING","VERY SATISFIED",5,"NAP","NAP","VOTED","WORKING PARTTIME","SCORPIO",9000,9000,NA,NA,NA,NA,NA,NA,NA,NA,-3.63636363636363,NA,13.2845659163987
"836",45,"40-49","High school",12,-1,-1,"High school","Not Internet user",-1,"Male",-1,"Not applicable",8,"No","No","No","No",-1,"NAP","NOT TOO HAPPY",97,"NAP","ROUTINE","UNDER $1 000",9,97,"NEVER MARRIED","NO","PEROT","NAP","NAP",1,"NAP","NAP","VOTED","OTHER","TAURUS",500,-2,NA,NA,NA,NA,NA,NA,NA,NA,-1.63636363636363,NA,13.2845659163987
"837",38,"30-39","High school",12,-1,40,"High school","Not Internet user",-1,"Female",-1,"Not applicable",-1,"Yes","No","No","No",-1,"NAP","PRETTY HAPPY",97,"REFUSED","ROUTINE","REFUSED",12,97,"DIVORCED","NAP","DOLE","STOP WORKING","MOD. SATISFIED",1,"NAP","NAP","VOTED","WORKING PARTTIME","ARIES",-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,-8.63636363636363,NA,13.2845659163987
"838",24,"18-29","High school",13,-1,-1,"High school","Not Internet user",-1,"Male",-1,"Not applicable",5,"No","No","No","No",-1,"NAP","PRETTY HAPPY",97,"$12500 TO 14999","NAP","$12500 TO 14999",14,12,"NEVER MARRIED","YES","CLINTON","NAP","MOD. SATISFIED",2,"NAP","NAP","VOTED","KEEPING HOUSE","CANCER",13750,13750,NA,NA,NA,NA,NA,NA,NA,NA,-22.6363636363636,NA,13.2845659163987
"839",23,"18-29","High school",13,-1,40,"High school","Not Internet user",-1,"Female",-1,"Not applicable",2,"Yes","No","No","No",-1,"NAP","PRETTY HAPPY",97,"$30000 TO 34999","EXCITING","$30000 TO 34999",97,13,"NEVER MARRIED","DK","CLINTON","CONTINUE WORKING","VERY SATISFIED",2,"NAP","NAP","VOTED","WORKING FULLTIME","AQUARIUS",32500,32500,NA,NA,NA,NA,NA,NA,NA,NA,-23.6363636363636,NA,13.2845659163987
"840",31,"30-39","High school",12,-1,40,"High school","Not Internet user",-1,"Female",-1,"Not applicable",2,"No","No","No","No",-1,"NAP","PRETTY HAPPY",97,"$12500 TO 14999","ROUTINE","$12500 TO 14999",12,97,"NEVER MARRIED","DK","CLINTON","CONTINUE WORKING","MOD. SATISFIED",6,"NAP","NAP","VOTED","WORKING FULLTIME",NA,13750,13750,NA,NA,NA,NA,NA,NA,NA,NA,-15.6363636363636,NA,13.2845659163987
"841",42,"40-49","High school",12,-1,89,"High school","Not Internet user",-1,"Male",40,"Not applicable",1,"No","No","No","No",-1,"VERY HAPPY","PRETTY HAPPY",14,"$75000 - $89999","NAP","$75000 TO $89999",11,6,"MARRIED","YES","CLINTON","NAP","MOD. SATISFIED",0,"JUNIOR COLLEGE","WORKING FULLTIME","VOTED","WORKING FULLTIME","CANCER",82500,82500,12,14,89,40,"Yes","Yes",1,1,-4.63636363636363,2,14
"842",43,"40-49","High school",12,2,40,"High school","4+ to 10 hours",9,"Female",-1,"Yahoo",2,"Yes","Yes","Yes","Yes",7,"VERY HAPPY","PRETTY HAPPY",12,"$12500 TO 14999","NAP","$50000 TO 59999",11,12,"MARRIED","YES","DOLE","NAP","VERY SATISFIED",4,"HIGH SCHOOL","OTHER","VOTED","WORKING FULLTIME","LEO",55000,13750,12,12,NA,40,"No","Yes",1,0,-3.63636363636363,0,12
"843",45,"40-49","High school",12,-1,65,"High school","Not Internet user",-1,"Male",-1,"Not applicable",3,"No","No","No","No",-1,"NAP","VERY HAPPY",97,"$20000 TO 22499","NAP","$20000 TO 22499",98,98,"DIVORCED","YES","NAP","NAP","VERY SATISFIED",5,"NAP","NAP","DID NOT VOTE","WORKING FULLTIME","ARIES",21250,21250,NA,NA,NA,NA,NA,NA,NA,NA,-1.63636363636363,NA,13.2845659163987
